#META,,,,,,,,,,,
episodeId,episodeTitle,firstNodeId,episodeType,mandatorySlot,chapterId,,,,,,
StrangeCoin_4,이상한 동전 4부,0,Default,,Sector0,,,,,,
,,,,,,,,,,,
#TRIGGER,,,,,,,,,,,
conditionType,conditionValue,text,,,,,,,,,
PrerequisiteEpisode,StrangeCoin_3,이상한 동전 3 클리어,,,,,,,,,
,,,,,,,,,,,
#PLAY_TRIGGER,,,,,,,,,,,
conditionType,conditionValue,text,,,,,,,,,
,,,,,,,,,,,
#SELECT_TRIGGER,,,,,,,,,,,
conditionType,conditionValue,selectFlag,selectText,revealConditionType,revealConditionValue,hiddenText,,,,,
,,,,,,,,,,,
#SELECT_CHARS,,,,,,,,,,,
selectFlag,isHidden,characterName,,,,,,,,,
,,,,,,,,,,,
#OPENING_CHARS,,,,,,,,,,,
characterKey,expressionKey,slotIndex,,,,,,,,,
f72,mid,0,,,,,,,,,
,,,,,,,,,,,
#BOARD,,,,,,,,,,,
episodeDescription,iconNameBoard,iconNameArchive,,,,,,,,,
모두의 비밀이 슬런치로 모인다. 헤어질 시간이 다가오고 있다.,Strange Coin,,,,,,,,,,
,,,,,,,,,,,
#BOARD_CHARS,,,,,,,,,,,
isHidden,characterName,,,,,,,,,,
FALSE,f72,,,,,,,,,,
FALSE,sally,,,,,,,,,,
FALSE,e12,,,,,,,,,,
,,,,,,,,,,,
# SETTLEMENT_REWARDS,,,,,,,,,,,
requiredFlag,amount,label,,,,,,,,,
sc2_1_true,50000,행운을 빕니다. E12,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
#NODES,,,,,,,,,,,
nodeId,speakerKey,overrideSpeakerName,text,nextNodeId,requiresCrafting,craftingTicketKey,craftingOrderTarget,bgmCommand,bgmClipName,sfxCommand,sfxClipName
0,f72,,정말이라니까! 라티오들은 손가락으로 액체를 마신다고!,1,FALSE,,,play,Ep_silly,play,sfx_come_in
1,sally,,거짓말도 적당히 해. 그런 걸 누가 믿어?,2,FALSE,,,,,,
2,f72,,왜 아무도 안 믿어주는 거야! 내가 오늘 그걸 보려고 얼마나 애쓴 줄 알아?,3,FALSE,,,,,,
3,f72,,"본부에 라티오가 한 놈이 있는데,  하루 종일 그 녀석이 뭔가를 마실 때까지 쫓아다녔다고!",4,FALSE,,,,,,
4,sally,,넌 도대체 본부에서 뭘 하는 거야? 할 일이 그렇게 없어?,,FALSE,,,,,,
5_1_1,f72,,아! 바텐더! 좋은 밤이야!,5_1_2,FALSE,,,,,,
5_1_2,shaun,,좋은 밤입니다. 자코님,5_1_3,FALSE,,,,,,
5_1_3,f72,,장사는 잘 되어가?,6,FALSE,,,,,,
5_2_1,f72,,아! 바텐더! 좋은 밤이야!,,FALSE,,,,,,
5_2_1_1_1,f72,,헤- 아직도 코드명으로 부르기야?,5_2_1_1_2,FALSE,,,,,,
5_2_1_1_2,shaun,,그래도 f72님은 경찰이신걸요,5_2_1_1_3,FALSE,,,,,,
5_2_1_1_3,f72,,그래도 날 경찰 취급 해주는 건 바텐더 밖에 없다니까?,5_2_1_1_4,FALSE,,,,,,
5_2_1_1_4,f72,,"아무튼, 장사는 잘 되어가?",6,FALSE,,,,,,
5_2_1_2_1,f72,,아! 마침내 그 거지같은 코드명이 아닌 진짜 이름으로 불러줬군!,5_2_1_2_2,FALSE,,,,,,
5_2_1_2_2,shaun,,불릴 이름이 있다는건 멋진 일이니까요,5_2_1_2_3,FALSE,,,,,,
5_2_1_2_3,sally,,헤에-,5_2_1_2_4,FALSE,,,,,,
5_2_1_2_4,f72,,"아무튼, 장사는 잘 되어가?",6,FALSE,,,,,,
6,shaun,,동전을 담을 더 큰 통을 찾아야 할 정도로 잘 되어간답니다.,7,FALSE,,,,,,
7,sally,,좋은 밤이야 션. 그거 듣기 좋은 소식이군,8,FALSE,,,,,,
8,sally,,좋은 소식.. 맞지?,9,FALSE,,,,,,
9,f72,,"F54도 눈감아주고, E12랑도 잘 이야기 끝난 거 아니었어?",10,FALSE,,,,,,
10,sally,,"멍청아, 그래도 동전은 동전이잖아",11,FALSE,,,,,,
11,shaun,,괜찮습니다. 동전을 받기로 한 것은 제 선택인걸요,12,FALSE,,,,,,
12,sally,,"훗, 못 본 새에 굉장히 대담해졌군, 바텐더",13,FALSE,,,,,,
13,sally,,"경찰 나리, 이거 체포해야 하는 거 아니야?",14,FALSE,,,,,,
14,f72,,"어쩌나, 나는 지금 근무 중 아닌데?",15,FALSE,,,,,,
15,f72,,"그런 의미에서 한 잔 주문하지, <b>한여름의 나낭나</b>로 부탁해. 얼음은 빼고",16,FALSE,,,,,,
16,shaun,,그 칵테일을 참 좋아하시는 군요. 오늘같이 흐린 날에는 나낭나 만한게 없죠,17,FALSE,,,,,,
17,,,,,TRUE,sc4_f72,rec_1006,,,,
18_1_1,f72,,캬하- 솜씨는 여전하구만,19,FALSE,,,,,,
18_2_1,f72,,음…오늘은 뭔가 부족한 맛인걸.,18_2_2,FALSE,,,,,,
18_2_2,f72,,생각해 보니 펍 하나쯤 망해도 괜찮을 것 같아,18_2_3,FALSE,,,,,,
18_2_3,sally,,자코! 입조심해.,18_2_4,FALSE,,,,,,
18_2_4,f72,,왜 그래? 농담이라고 농담!,19,FALSE,,,,,,
18_3_1,f72,,"이런, 얼음이 빠지니 심심하긴 하네.",18_3_2,FALSE,,,,,,
18_3_2,f72,,"뭐, 그래도 돈 아까운 맛은 아니란 말이지.",19,FALSE,,,,,,
18_4_1,f72,,"잔은 내 스타일은 아니지만, 돈 아까운 맛은 아니란 말이지",19,FALSE,,,,,,
18_5_1,f72,,"이런, 얼음이 빠지니 심심하긴 하네.",18_5_2,FALSE,,,,,,
18_5_2,f72,,"잔도 내 스타일은 아니지만, 돈 아까운 맛은 아니란 말이지.",19,FALSE,,,,,,
18_6_1,f72,,이건… <b>한여름의 나낭나</b>가 아닌것 같은데?,18_6_2,FALSE,,,,,,
18_6_2,f72,,생각해 보니 펍 하나쯤 망해도 괜찮을 것 같아,18_6_3,FALSE,,,,,,
18_6_3,sally,,자코! 입조심해.,18_6_4,FALSE,,,,,,
18_6_4,f72,,왜 그래? 농담이라고 농담!,19,FALSE,,,,,,
19,f72,,"이거 마시니까, 펍에 처음 왔던 때가 기억나네.",21,FALSE,,,,,,
20_1_1,f72,,"그때도 이걸 시켰었잖아, 바텐더. 기억하지?",20_1_2,FALSE,,,,,,
20_1_2,f72,,여기가 괜찮은 펍일줄은 그때 첫 잔을 마셨을 때부터 알아봤다고,20_1_3,FALSE,,,,,,
20_1_3,sally,,퍽이나 알아봤겠다. 너 때문에 이 펍에서 몇번이나 뒤집어졌는 줄 알아?,20_1_4,FALSE,,,,,,
20_1_4,sally,,션이 아니었다면 지금쯤 우린 여기 없었을지도 몰라.,21,FALSE,,,,,,
