#META,,,,,,,,,,,
episodeId,episodeTitle,firstNodeId,episodeType,mandatorySlot,chapterId,,,,,,
TheLittles_1,아이들 1부,1,Default,,Sector0,,,,,,
,,,,,,,,,,,
#TRIGGER,,,,,,,,,,,
conditionType,conditionValue,text,,,,,,,,,
PrerequisiteEpisode,TheLittles_0,아이들 0 클리어,,,,,,,,,
,,,,,,,,,,,
#PLAY_TRIGGER,,,,,,,,,,,
conditionType,conditionValue,text,,,,,,,,,
,,,,,,,,,,,
#SELECT_TRIGGER,,,,,,,,,,,
conditionType,conditionValue,selectFlag,selectText,revealConditionType,revealConditionValue,hiddenText,,,,,
,,,,,,,,,,,
#SELECT_CHARS,,,,,,,,,,,
selectFlag,isHidden,characterName,,,,,,,,,
,,,,,,,,,,,
#OPENING_CHARS,,,,,,,,,,,
characterKey,expressionKey,slotIndex,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
#BOARD,,,,,,,,,,,
episodeDescription,iconNameBoard,iconNameArchive,,,,,,,,,
"또 한번 엘리엇이 찾아온다. 그리고, 또 다른 아이도.",TheLittles,,,,,,,,,,
,,,,,,,,,,,
#BOARD_CHARS,,,,,,,,,,,
isHidden,characterName,,,,,,,,,,
FALSE,eliud,,,,,,,,,,
TRUE,,,,,,,,,,,
,,,,,,,,,,,
# SETTLEMENT_REWARDS,,,,,,,,,,,
requiredFlag,amount,label,,,,,,,,,
tl0_true,2200,"카사가 또 오면, 내가 마셨던 거라도 해주라 -엘리엇",,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
#NODES,,,,,,,,,,,
nodeId,speakerKey,overrideSpeakerName,text,nextNodeId,requiresCrafting,craftingTicketKey,craftingOrderTarget,bgmCommand,bgmClipName,sfxCommand,sfxClipName
1,eliud,엘리엇?,흠흠-,2,FALSE,,,play,Ep_main_0,play,sfx_come_in
2,eliud,엘리엇?,"저기, 늘 마시던 걸로…",3,FALSE,,,,,,
3,shaun,,…,4,FALSE,,,,,,
4,shaun,,<b>엘리엇</b>. 다 보이거든?,5,FALSE,,,,,,
5,eliud,,"아, 진짜! 션 오빠는 한 번을 안 속네!",6,FALSE,,,,,,
6,shaun,,그 코트는 이제 세탁소에 맡기지 그래? 기름 냄새가 여기까지 나는데,7,FALSE,,,,,,
7,eliud,,으아-! <b>정비소</b> 이야기는 하지 말아 줘! 안 그래도 아빠 도와드리느라 쓰러질 것 같으니까!,8,FALSE,,,,,,
8,shaun,,"아무튼, 내 대답은 늘 같아. <b>한여름의 주스</b>로 기분전환이라도 해봐.",9,FALSE,,,,,,
9,,,,,TRUE,tl1_eliud,rec_1007,,,,
9_1_1,eliud,,오! 그래도 저번보다 맛있으니까 봐준다.,9_1_2,FALSE,,,,,,
9_1_2,shaun,,맛있다니 다행이네. 그만 돌아가 봐. 아빠가 찾으시겠다.,10,FALSE,,,,,,
9_2_1,eliud,,음…이건 뭐야?,9_2_2,FALSE,,,,,,
9_2_2,shaun,,마셔보고 놀라지나 말라고.,9_2_3,FALSE,,,,,,
9_2_3,eliud,,으엑! 이게 무슨 맛야!,9_2_4,FALSE,,,,,,
9_2_4,shaun,,헤- 술맛도 모르면서 나서기는,9_2_5,FALSE,,,,,,
9_2_5,eliud,,일부러 이런 거 준 거지!,9_2_6,FALSE,,,,,,
9_2_6,shaun,,그만 돌아가 봐. 아빠가 찾으시겠다.,10,FALSE,,,,,,
9_3_1,eliud,,"쳇, 오늘은 비율이 별로인데? 얼음이나 더 줘.",9_3_2,FALSE,,,,,,
9_3_2,shaun,,헤- 술맛도 모르면서 비율을 논하는거야?,9_3_3,FALSE,,,,,,
9_3_3,shaun,,그만 돌아가 봐. 아빠가 찾으시겠다.,10,FALSE,,,,,,
10,cartha,???,"…여기, 가장 쓰고 독한 술 한 잔 줘.",11,FALSE,,,,,play,sfx_come_in
11,shaun,,*이런 또 어려 보이는 손님이잖아*,12,FALSE,,,,,,
12,shaun,,"…어서 오세요. 손님, 미안하지만 우리 펍은 미성년자에게 술을 팔지 않아요.",13,FALSE,,,,,,
13,cartha,???,엄마가 일할 때 마시는 거랑 똑같은 걸로 줘. 그래야 나도 온전히 영을 받을 수 있으니까.,14,FALSE,,,,,,
14,shaun,,부모님이 마신다고 해서 아이한테 줄 수는-,15,FALSE,,,,,,
15,eliud,,션 오빠! 쟤 딱 봐도 나보다 어려 보이는데 그냥 쫓아내면 안 돼? 나만 안 주는 건 불공평하잖아!,16,FALSE,,,,,,
16,eliud,,…우리 동네에서 못 보던 애네? 너 그거 있어? 연합 공식 근로증!,17,FALSE,,,,,,
17,cartha,???,근로증…?,18,FALSE,,,,,,
18,eliud,,우리 아빠가 그랬어. 연합에서는 제 몫의 일을 할 수 있을 만큼 성장한 개체한테는 근로증을 준대!,19,FALSE,,,,,,
19,eliud,,그거 있으면 술 마셔도 불법 아니야! 난 정비소 일해서 있단 말이지.,20,FALSE,,,,,,
20,eliud,,근데 션 오빠는 왜 술 안 주는 거야.,21,FALSE,,,,,,
21,eliud,,"아무튼, 너도 일한다며? 있으면 보여줘 봐!",22,FALSE,,,,,,
22,cartha,???,…그런 거 없어.,23,FALSE,,,,,,
23,eliud,,역시! 너도 몰래 술 먹으려고 왔구나!,24,FALSE,,,,,,
24,cartha,???,…신과 대화하는 일이 합법일 리가 없잖아.,25,FALSE,,,,,,
25,cartha,???,"무속은 불법이야. 근로증 같은 건 나도 없고, 엄마도 없어.",26,FALSE,,,,,,
26,eliud,,어…? 불법?,27,FALSE,,,,,,
27,eliud,,그럼 너.. 어디서 온 거야?,28,FALSE,,,,,,
28,cartha,???,…엄마가 말하지 말랬어.,29,FALSE,,,,,,
29,cartha,???,왜? 내가 이를까 봐 그래?,,FALSE,,,,,,
30_1_1,shaun,,"엘리엇, 거기까지 해.",31,FALSE,,,,,,
30_2_1,shaun,,"실례가 안 된다면, 저도 궁금하네요.",31,FALSE,,,,,,
31,cartha,???,<b>난 5번가에서 왔어.</b>,32,FALSE,,,,,,
32,shaun,,앗...,33,FALSE,,,,,,
33,eliud,,농담..이지?,34_1_1,FALSE,,,,,,
34_1_1,shaun,,"엘리엇, 사과해.",34_1_2,FALSE,,,,,,
34_1_2,cartha,???,괜찮아. 처음부터 잘될 거라고 생각 안 했어.,34_1_3,FALSE,,,,,,
34_1_3,eliud,,미-미안… ,35,FALSE,,,,,,
34_2_1,shaun,,"원치 않는 이야기셨을 텐데, 꺼내게 해드려 죄송합니다.",34_2_2,FALSE,,,,,,
34_2_2,cartha,???,괜찮아. 처음부터 잘될 거라고 생각 안 했어.,34_2_3,FALSE,,,,,,
34_2_3,eliud,,ㄴ-나도 미안… ,35,FALSE,,,,,,
35,cartha,???,괜찮다니까.,36,FALSE,,,,,,
36,eliud,,너 이름은 뭐야?,37,FALSE,,,,,,
37,cartha,,…<b>카사</b>,38,FALSE,,,,,,
38,eliud,,난 엘리엇이야. 저기 모퉁이 정비소에 살아.,39,FALSE,,,,,,
39,cartha,,…알아. <b>주황색 간판.</b>,40,FALSE,,,,,,
40,eliud,,오!? 어떻게 알았어? 너 진짜 신이랑 얘기해?,41,FALSE,,,,,,
41,cartha,,너한테서 기름 냄새나잖아.,42,FALSE,,,,,,
42,eliud,,윽… 나 진짜 냄새 많이 나?,43,FALSE,,,,,,
43,cartha,,누구나 냄새는 나.,44,FALSE,,,,,,
44,cartha,,냄새는 그 사람이 어떤 사람인지 말해줘.,45,FALSE,,,,,,
45,eliud,,…,46,FALSE,,,,,,
46,eliud,,너한테서는…약간... 뭐 탄 재 냄새 같은 게 나.,47,FALSE,,,,,,
47,cartha,,그건 우리 엄마 냄새야.,48,FALSE,,,,,,
48,cartha,,아무리 씻어도 안 지워져.,49,FALSE,,,,,,
49,eliud,,나도 아무리 씻어도 기름냄새가 안 지워져!,50,FALSE,,,,,,
50,eliud,,이것도 우리 아빠 냄새인가?,51,FALSE,,,,,,
51,cartha,,그건 씻으면 지워질걸,52,FALSE,,,,,,
52,eliud,,야! 나도 자주 씻거든! 일주일에 한번씩!,53,FALSE,,,,,,
53,shaun,,그건 <b>자주</b>가 아니야 엘리엇.,54,FALSE,,,,,,
54,cartha,,…떨어져 주면 좋겠어,55,FALSE,,,,,,
55,eliud,,힝… 아빠 말 잘 들을걸…,56,FALSE,,,,,,
56,cartha,,그런데…,57,FALSE,,,,,,
57,cartha,,이 공간에서는 이상하게 <b>따뜻한 냄새</b>가 나,58,FALSE,,,,,,
58,shaun,,<b>따뜻한 냄새</b>요?,59,FALSE,,,,,,
59,cartha,,아- 벌써 시간이 이렇게 됐네,60,FALSE,,,,,,
60,cartha,,더 늦었다간 엄마가 찾을 거야. 잘 있어,61,FALSE,,,,,,
