#META,,,,,,,,,,,
episodeId,episodeTitle,firstNodeId,episodeType,mandatorySlot,chapterId,,,,,,
TheLittles_0,아이들 0,1,Encounter,,Sector0,,,,,,
,,,,,,,,,,,
#TRIGGER,,,,,,,,,,,
conditionType,conditionValue,text,,,,,,,,,
MinDay,5,,,,,,,,,,
,,,,,,,,,,,
#PLAY_TRIGGER,,,,,,,,,,,
conditionType,conditionValue,text,,,,,,,,,
,,,,,,,,,,,
#SELECT_TRIGGER,,,,,,,,,,,
conditionType,conditionValue,selectFlag,selectText,revealConditionType,revealConditionValue,hiddenText,,,,,
,,,,,,,,,,,
#SELECT_CHARS,,,,,,,,,,,
selectFlag,isHidden,characterName,,,,,,,,,
,,,,,,,,,,,
#OPENING_CHARS,,,,,,,,,,,
characterKey,expressionKey,slotIndex,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
#BOARD,,,,,,,,,,,
episodeDescription,iconNameBoard,iconNameArchive,,,,,,,,,
,,,,,,,,,,,
#BOARD_CHARS,,,,,,,,,,,
isHidden,characterName,,,,,,,,,,
,,,,,,,,,,,
# SETTLEMENT_REWARDS,,,,,,,,,,,
requiredFlag,amount,label,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
#NODES,,,,,,,,,,,
nodeId,speakerKey,overrideSpeakerName,text,nextNodeId,requiresCrafting,craftingTicketKey,craftingOrderTarget,bgmCommand,bgmClipName,sfxCommand,sfxClipName
1,eliud,???,크흠- 여기 술 하나 주쇼.,2,FALSE,,,,,,
2,shaun,,저희 펍에는 다양한 칵테일들이 있답니다. 어떤 걸 찾으시는 걸까요?,3,FALSE,,,,,,
3,eliud,???,그-그래! 칵테일! 그걸로 하나 줘,4,FALSE,,,,,,
4,shaun,,"…손님, 혹시 펍이 처음이신가요?",5,FALSE,,,,,,
5,eliud,???,"처-처음? 아니! 수십 번이고 와봤지! 아니, 수백 번? 그러니까… 아무 술이나 줘!",6,FALSE,,,,,,
6,shaun,,…,7,FALSE,,,,,,
7,shaun,,엘리엇. 혹시 너야?,8,FALSE,,,,,,
8,eliud,,"아, 진짜! 거의 다 성공했는데!",9,FALSE,,,,,,
9,eliud,,션 오빠가 바텐더로 바뀌었다길래 이제는 마셔볼 수 있을 줄 알았단 말이야!,10,FALSE,,,,,,
10,shaun,,술은 성인이 되고부터 마시는 거야. 벌써 다섯 번째야. 포기할 줄도 알아야지.,11,FALSE,,,,,,
11,shaun,,아버지가 계셨어도 똑같이 하셨을걸? 너희 아버지한테 들키면 그땐 우리 펍 문 닫아야 해.,12,FALSE,,,,,,
12,eliud,,나도 곧 성인인데…,13,FALSE,,,,,,
13,shaun,,*엘리엇 한테 줄 만한 게 뭐가 있더라…알콜 안 들어간 거면 되겠는데*,14,FALSE,,,,,,
14,,,,,TRUE,tl0_eliud,rec_1007,,,,
14_1_1,eliud,,오! 이건 뭐야?,14_1_2,FALSE,,,,,,
14_1_2,shaun,,술은 아니니까 기대하지는 마,14_1_3,FALSE,,,,,,
14_1_3,eliud,,"뭐야, 이거 왜 맛있어? 술보다 이게 더 나은 것 같은데!",14_1_4,FALSE,,,,,,
14_1_4,shaun,,*술도 안 먹어본 녀석이…*,14_1_5,FALSE,,,,,,
14_1_5,shaun,,이제 그만 돌아가봐. 영업중이잖아,15,FALSE,,,,,,
14_2_1,eliud,,오! 이건 뭐야?,14_2_2,FALSE,,,,,,
14_2_2,shaun,,마셔보고 놀라지나 말라고,14_2_3,FALSE,,,,,,
14_2_3,eliud,,으엑! 이게 무슨 맛이야!,14_2_4,FALSE,,,,,,
14_2_4,eliud,,오빠! 일부러 이런거 준거지!,14_2_5,FALSE,,,,,,
14_2_5,shaun,,헤- 술맛도 모르면서 나서기는,14_2_6,FALSE,,,,,,
14_2_6,shaun,,이제 그만 돌아가봐. 영업중이잖아,15,FALSE,,,,,,
15,eliud,,치- 알았어. 다음엔 꼭 성공할거야!,,FALSE,,,,,,
,,,,,,,,,,,
#NODE_CRAFTING_BRANCHES,,,,,,,,,,,
nodeId,result,nextNodeId,flag,varChanges,,,,,,,
14,Good,14_1_1,tl0_true,,,,,,,,
14,Bad,14_2_1,tl0_true,,,,,,,,
14,MidIce,14_1_1,tl0_true,,,,,,,,
14,MidGlass,14_1_1,tl0_true,,,,,,,,
14,MidIceGlass,14_1_1,tl0_true,,,,,,,,
14,MidWrongMenu,14_2_1,tl0_true,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
#NODE_CHARS,,,,,,,,,,,
nodeId,characterKey,expressionKey,slotIndex,,,,,,,,
1,eliud,hide,0,,,,,,,,
2,eliud,hide,0,,,,,,,,
3,eliud,hide,0,,,,,,,,
4,eliud,hide,0,,,,,,,,
5,eliud,hide,0,,,,,,,,
6,eliud,hide,0,,,,,,,,
7,eliud,hide,0,,,,,,,,
8,eliud,disappoint,0,,,,,,,,
9,eliud,pout,0,,,,,,,,
10,eliud,pout,0,,,,,,,,
11,eliud,pout,0,,,,,,,,
12,eliud,pout,0,,,,,,,,
13,eliud,pout,0,,,,,,,,
14,eliud,pout,0,,,,,,,,
14_1_1,eliud,expect,0,,,,,,,,
14_1_2,eliud,expect,0,,,,,,,,
14_1_3,eliud,expect,0,,,,,,,,
14_1_4,eliud,expect,0,,,,,,,,
14_1_5,eliud,expect,0,,,,,,,,
14_2_1,eliud,expect,0,,,,,,,,
14_2_2,eliud,expect,0,,,,,,,,
14_2_3,eliud,disappoint,0,,,,,,,,
14_2_4,eliud,pout,0,,,,,,,,
14_2_5,eliud,pout,0,,,,,,,,
14_2_6,eliud,pout,0,,,,,,,,
15,eliud,pout,0,,,,,,,,
,,,,,,,,,,,
#CHOICES,,,,,,,,,,,
nodeId,choiceIndex,buttonText,nextNodeId,setFlags,clearFlags,varChanges,,,,,
,,,,,,,,,,,
#NODE_BRANCHES,,,,,,,,,,,
nodeId,requiredAllFlags,requiredAnyFlags,nextNodeId,,,,,,,,
,,,,,,,,,,,
#NODE_VAR_BRANCHES,,,,,,,,,,,
nodeId,varName,op,threshold,nextNodeId,,,,,,,
