#META,,,,,,,,,,,
episodeId,episodeTitle,firstNodeId,episodeType,mandatorySlot,chapterId,,,,,,
StrangeCoin_3,이상한 동전 3부,1,Default,,Sector0,,,,,,
,,,,,,,,,,,
#TRIGGER,,,,,,,,,,,
conditionType,conditionValue,text,,,,,,,,,
RequiredFlag,sc2_1_true,,,,,,,,,,
,,,,,,,,,,,
#PLAY_TRIGGER,,,,,,,,,,,
conditionType,conditionValue,text,,,,,,,,,
,,,,,,,,,,,
#SELECT_TRIGGER,,,,,,,,,,,
conditionType,conditionValue,selectFlag,selectText,revealConditionType,revealConditionValue,hiddenText,,,,,
,,,,,,,,,,,
#SELECT_CHARS,,,,,,,,,,,
selectFlag,isHidden,characterName,,,,,,,,,
,,,,,,,,,,,
#OPENING_CHARS,,,,,,,,,,,
characterKey,expressionKey,slotIndex,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
#BOARD,,,,,,,,,,,
episodeDescription,iconNameBoard,iconNameArchive,,,,,,,,,
셀리가 급히 찾아온다. 피범벅인 채로.,StrangeCoin,,,,,,,,,,
,,,,,,,,,,,
#BOARD_CHARS,,,,,,,,,,,
isHidden,characterName,,,,,,,,,,
FALSE,sally,,,,,,,,,,
TRUE,,,,,,,,,,,
,,,,,,,,,,,
# SETTLEMENT_REWARDS,,,,,,,,,,,
requiredFlag,amount,label,,,,,,,,,
sc2_1_true,4500,또 소란 피워서 미안하군 -셀리,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
#NODES,,,,,,,,,,,
nodeId,speakerKey,overrideSpeakerName,text,nextNodeId,requiresCrafting,craftingTicketKey,craftingOrderTarget,bgmCommand,bgmClipName,sfxCommand,sfxClipName
1,sally,,... 바텐더... 도와줘!,2,FALSE,,,play,Ep_tension,play,sfx_come_in
2,shaun,,셀리씨? 이게 무슨... 온몸이 피투성이잖아요!,3,FALSE,,,,,,
3,sally,,걱정 마. 내 피는 아니니까.,4,FALSE,,,,,,
4,shaun,,누구 피인 게 문제가 아니잖아요!,5,FALSE,,,,,,
5,sally,,설명할 시간 없어. 그놈들이… 놈들이 쫓아오고 있다고!,6,FALSE,,,,,,
6,sally,,아무 데나 숨겨줘. 제발!,7,FALSE,,,,,,
7,shaun,,여기 카운터 아래! 들어가실 수 있으시겠어요?,8,FALSE,,,,,,
8,sally,,"그럼, 신세 좀 질게",9,FALSE,,,,,,
9,e12,,허억-허억,10,FALSE,,,,,,
10,e12,,또 뵙네요. <b>범죄자 션</b>,11,FALSE,,,,,play,sfx_come_in
11,shaun,,조-좋은 밤입니다. 손님?!,12,FALSE,,,,,,
12,e12,,모르는 척은 그만두십시오! 방금 여기로 누가 들어오지 않았습니까?,13,FALSE,,,,,,
13,shaun,,"그보다, E12님 팔이 왜 그래요? 괜찮으신가요?",14,FALSE,,,,,,
14,e12,,방금 쫓던 범법자가 이 펍으로 뛰어들어갔단 말입니다!,15,FALSE,,,,,,
15,e12,,말 돌리지 마시고 대답해 주십시오!,,FALSE,,,,,,
16_1_1,shaun,,아-아무도 들어오지 않았습니다.,16_1_2,FALSE,,,,,,
16_1_2,e12,,뻔뻔한 거짓말에 넘어가 드리는 것도 한두 번입니다!,16_1_3,FALSE,,,,,,
